State,Government Function,Full-Time Employment,Full-Time Payroll (whole dollars),Part-Time Employment,Part-Time Payroll (whole dollars),Full-Time Equivalent Employment,Total Full-Time and Part-Time Employment,Total Payroll (whole dollars)
WI,Judicial and Legal,"2,201","16,932,599",251,"824,562","2,342","2,452","17,757,161"
WI,Police Protection Total,950,"6,499,241",19,"34,563",960,969,"6,533,804"
WI,Police Protection - Persons with Power of Arrest,539,"4,083,944",0,0,539,539,"4,083,944"
WI,Police Protection - Other,411,"2,415,297",19,"34,563",421,430,"2,449,860"
WI,Fire Protection Total,0,0,0,0,0,0,0
WI,Fire Protection - Firefighters,0,0,0,0,0,0,0
WI,Fire Protection - Other,0,0,0,0,0,0,0
WI,Corrections,"7,652","52,036,583",617,"2,438,769","7,999","8,269","54,475,352"
WI,Highways,"1,273","8,504,885",72,"131,484","1,306","1,345","8,636,369"
WI,Air Transportation,0,0,0,0,0,0,0
WI,Sea and Inland Port Facilities,0,0,0,0,0,0,0
WI,Public Welfare,"1,726","10,689,242",232,"702,723","1,898","1,958","11,391,965"
WI,Health,"1,471","9,922,851",447,"939,722","1,716","1,918","10,862,573"
WI,Hospitals,"3,275","19,613,181",612,"2,297,203","3,646","3,887","21,910,384"
WI,Social Insurance Administration,735,"3,829,957",25,"70,800",753,760,"3,900,757"
WI,Solid Waste Management,0,0,0,0,0,0,0
WI,Sewerage,0,0,0,0,0,0,0
WI,Parks and Recreation,166,"917,948",116,"70,413",204,282,"988,361"
WI,Housing and Community Development,0,0,0,0,0,0,0
WI,Natural Resources,"2,086","12,247,994","1,018","2,287,291","2,491","3,104","14,535,285"
WI,Water Supply,0,0,0,0,0,0,0
WI,Electric Power,0,0,0,0,0,0,0
WI,Gas Supply,0,0,0,0,0,0,0
WI,Transit,0,0,0,0,0,0,0
WI,Education Total,"27,339","191,546,511","37,330","63,257,333","37,651","64,669","254,803,844"
WI,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
WI,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
WI,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
WI,Education - Higher Education Total,"26,390","185,531,944","37,118","62,593,227","36,569","63,508","248,125,171"
WI,Education - Higher Education Instructional,"8,383","74,914,600","11,255","24,135,329","11,934","19,638","99,049,929"
WI,Education - Higher Education Other,"18,007","110,617,344","25,863","38,457,898","24,635","43,870","149,075,242"
WI,Education - Other,949,"6,014,567",212,"664,106","1,082","1,161","6,678,673"
WI,Libraries,0,0,0,0,0,0,0
WI,State liquor stores,0,0,0,0,0,0,0
WI,All other and unallocable,"4,348","29,497,698",599,"1,204,954","4,652","4,947","30,702,652"
WY,Total - All Government Employment Functions,"11,021","63,259,826","3,573","5,039,708","12,270","14,594","68,299,534"
WY,Financial Administration,599,"3,620,581",13,"55,948",608,612,"3,676,529"
WY,Other Government Administration,198,"1,201,817",186,"424,325",287,384,"1,626,142"
WY,Judicial and Legal,608,"3,950,288",56,"248,774",644,664,"4,199,062"
WY,Police Protection Total,160,"1,004,883",0,0,160,160,"1,004,883"
WY,Police Protection - Persons with Power of Arrest,160,"1,004,883",0,0,160,160,"1,004,883"
WY,Police Protection - Other,0,0,0,0,0,0,0
WY,Fire Protection Total,0,0,0,0,0,0,0
WY,Fire Protection - Firefighters,0,0,0,0,0,0,0
WY,Fire Protection - Other,0,0,0,0,0,0,0
WY,Corrections,926,"4,089,965",14,"32,672",935,940,"4,122,637"
WY,Highways,"1,590","7,892,643",34,"89,615","1,615","1,624","7,982,258"
WY,Air Transportation,0,0,0,0,0,0,0
WY,Sea and Inland Port Facilities,0,0,0,0,0,0,0
WY,Public Welfare,545,"2,471,804",19,"48,430",559,564,"2,520,234"
WY,Health,748,"4,395,570",70,"210,164",795,818,"4,605,734"
WY,Hospitals,590,"2,577,265",11,"29,786",597,601,"2,607,051"
WY,Social Insurance Administration,106,"451,805",1,"2,096",106,107,"453,901"
WY,Solid Waste Management,0,0,0,0,0,0,0
WY,Sewerage,0,0,0,0,0,0,0
WY,Parks and Recreation,190,"835,063",10,"26,171",195,200,"861,234"
WY,Housing and Community Development,0,0,0,0,0,0,0
WY,Natural Resources,882,"4,697,068",47,"125,647",903,929,"4,822,715"
WY,Water Supply,0,0,0,0,0,0,0
WY,Electric Power,0,0,0,0,0,0,0
WY,Gas Supply,0,0,0,0,0,0,0
WY,Transit,0,0,0,0,0,0,0
WY,Education Total,"2,984","21,522,245","3,083","3,676,800","3,954","6,067","25,199,045"
WY,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
WY,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
WY,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
WY,Education - Higher Education Total,"2,790","20,260,671","3,080","3,669,493","3,758","5,870","23,930,164"
WY,Education - Higher Education Instructional,971,"9,699,256",876,"1,580,702","1,259","1,847","11,279,958"
WY,Education - Higher Education Other,"1,819","10,561,415","2,204","2,088,791","2,499","4,023","12,650,206"
WY,Education - Other,194,"1,261,574",3,"7,307",196,197,"1,268,881"
WY,Libraries,0,0,0,0,0,0,0
WY,State liquor stores,38,"151,373",1,764,38,39,"152,137"
WY,All other and unallocable,857,"4,397,456",28,"68,516",874,885,"4,465,972"
